MicrosigaPN;OraclePN;PT Description;NCM;IPI;PIS;COFINS;Fator 18;Fator 12;Fator 7;Fator 4
1CVETR50PRAC150;1F1CVETR50PRAC150;VALVULA ESFERA AC PR BI PTFE REFOR 2 150LBS       ;84818095;;;;;;;
1CVRAUSAZU15BSP;1F1CVRAUSAZU15BSP;VALVULA REGULADORA DE PRESSAO AUTO OPERADA 1/2S M ;84818094;;;;;;;
1CVRAUSAZU25BSP;1F1CVRAUSAZU25BSP;VALVULA REGULADORA DE PRESSAO AUTO OPERADA 1 MOLA ;84818094;;;;;;;
1CVRDN25FF;1F1CVRDN25FF;VISOR RETENTOR 1BPT EM FERRO FUNDIDO              ;84818021;;;;;;;
1CVRRI304DN15;1F1CVRRI304DN15;VALVULA QUEBRA VACUO 1/2                          ;84818099;0,0325;1,65;7,6;0,7442;0,7986;0,844;0,8712
1CVRS304ETCDN40;1F1CVRS304ETCDN40;VALVULA RETENCAO SANITARIA AI 304 EPDM TC DN40    ;84813000;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1CVSEGA25X40BSP;1F1CVSEGA25X40BSP;VALVULA DE SEGURANCA ALAVANCA 1 X 1.1/2 BSP PA 2. ;84814000;;;;;;;
1CVSEGA40X50BSP;1F1CVSEGA40X50BSP;25912 ARI SAFE DN 25 PN 40 X DN 40 PN 16          ;84814000;;;;;;;
1CVSON24VSPRASI;1F1CVSON24VSPRASI;VALVULA SOLENOIDE NAMUR 24VCC COM PROTOCOLO REDE A;84818092;;;;;;;
1CY1112D00009;1CY1112D00009;SECADOR REFRIGERADO DC0050AB 5019 BK 230/50-60 W F;84193900;;;;;;;
1CY1114D00009;1CY1114D00009;REFRIGERATION DRYER BURAN                         ;84193900;;;;;;;
1CY145800000H;1F1CY145800000H;SECADOR DE ALTA PRESSAO POR REFRIGERCAO BORA DHP 5;84193900;;;;;;;
1CY145900000H;1F1CY145900000H;SECADOR REFRIGERADO - BORA DHP 6000 WX - 3-460/60H;84193900;;;;;;;
1KDFF0096;1KDFF0096;ADAPTADOR ROSCADO 1 1/4 BSP 1 1/4 BSP 1 1/2 NPT   ;73079900;;;;;;;
1KDFF1012;1KDFF1012;VALVULA MANIFOLD PARA OLEO DIESEL                 ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
1R19538900120;1R195389-00120;SENSOR DIFERENCIAL DE PRESSAO ELETRICO            ;85437099;0,065;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T06DHL506SB;1T06DHL506SB;ELEMENTO FILTRANTE HP06DHL5-6MSB                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T06DNL1006SB;1T06DNL1006SB;ELEMENTO FILTRANTE HP06DNL10-6MSB                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T06DNL412B;1T06DNL412B;ELEMENTO FILTRANTE HP06DNL4-12MB                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T075NL910V;1T075NL910V;ELEMENTO FILTRANTE HP075NL9-10MV                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T101L3401B;1T101L3401B;ELEMENTO FILTRANTE HP101L34-1MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T101RL2925B;1T101RL2925B;ELEMENTO FILTRANTE HP101RL29-25MB                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T16DHL806B;1T16DHL806B;ELEMENTO FILTRANTE HP16DHL8-6MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T16DNL812V;1T16DNL812V;ELEMENTO FILTRANTE HP16DNL8-12MV                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T18L1806B;1T18L1806B;ELEMENTO FILTRANTE HP18L18-6MB                    ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T19HL1025B;1T19HL1025B;ELEMENTO FILTRANTE HP19HL10-25MB                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T219L1306EV;1T219L1306EV;HP219L13-6EV                                      ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T266L510B;1T266L510B;ELEMENTO FILTRANTE HP266L5-10MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T26NL740WB;1T26NL740WB;ELEMENTO FILTRANTE HP26NL7-40WB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T2727L11-VAB;1T2727L11-VAB;ELEMENTO FILTRANTE HP2727L11-VAB                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T285RNL1210B;1T285RNL1210B;ELEMENTO FILTRANTE HP285RNL12-10MB                ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T28NL1603B;1T28NL1603B;ELEMENTO FILTRANTE HP28NL16-3MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T32NL1203B;1T32NL1203B;ELEMENTO FILTRANTE HP32NL12-3MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T32NL1210B;1T32NL1210B;ELEMENTO FILTRANTE HP32NL12-10MB                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T32NL1225B;1T32NL1225B;ELEMENTO FILTRANTE HP32NL12-25MB                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T32NL903B;1T32NL903B;ELEMENTO FILTRANTE HP32NL9-3MB                    ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T33DHL1403B;1T33DHL1403B;ELEMENTO FILTRANTE HP33DHL14-3MB                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T33DHL1406B;1T33DHL1406B;HP33DHL14-6MB                                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T33DHL703B;1T33DHL703B;HP33DHL7-3MB                                      ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T33DHL706B;1T33DHL706B;ELEMENTO FILTRANTE HP33DHL7-6MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T33DNL706B;1T33DNL706B;ELEMENTO FILTRANTE HP33DNL7-6MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T33RNL1006AV;1T33RNL1006AV;ELEMENTO FILTRANTE HP33RNL10-6AV                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T35L710B;1T35L710B;ELEMENTO FILTRANTE HP35L7-10MB                    ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T419HL1310B;1T419HL1310B;ELEMENTO FILTRANTE HP419HL13-10MB                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T43NL425WB;1T43NL425WB;ELEMENTO FILTRANTE HP43NL4-25WB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T455L1803B;1T455L1803B;ELEMENTO FILTRANTE HP455L18-3MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T456L2403B;1T456L2403B;ELEMENTO FILTRANTE HP456L24-3MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T456L2410B;1T456L2410B;ELEMENTO FILTRANTE HP456L24-10MB                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T46L1560WB;1T46L1560WB;ELEMENTO FILTRANTE HP46L15-60WB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T500L525;1T500L525;ELEMENTO FILTRANTE HP500L5-25M                    ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T500L525W;1T500L525W;ELEMENTO FILTRANTE HP500L5-25W                    ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T57NL925B;1T57NL925B;ELEMENTO FILTRANTE HP57NL9-25MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T57NL925WB;1T57NL925WB;ELEMENTO FILTRANTE HP57NL9-25WB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T61L1602B;1T61L1602B;HP61L16-2MB                                       ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T66RNL1403B;1T66RNL1403B;ELEMENTO FILTRANTE HP66RNL14-3MB                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T66RNL1806V;1T66RNL1806V;ELEMENTO FILTRANTE HP66RNL18-6MV                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T66RNL31.2506C;1T66RNL31.2506CB;ELEMENTO FILTRANTE HP66RNL31.25-6MCB              ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T75L806AB;1T75L806AB;ELEMENTO FILTRANTE HP75L8-6AB                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T800L1074W;1T800L1074W;ELEMENTO FILTRANTE HP800L10-74W                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T85L1306B;1T85L1306B;ELEMENTO FILTRANTE HP85L13-6MB                    ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T89L1306V;1T89L1306V;ELEMENTO FILTRANTE HP89L13-6MV                    ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T930L1625B;1T930L1625B;HP930L16-25MB                                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T93L1603B;1T93L1603B;ELEMENTO FILTRANTE HP93L16-3MB                    ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T95RNL1806B;1T95RNL1806B;ELEMENTO FILTRANTE HP95RNL18-6MB                  ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T95RNL3606EB-N;1T95RNL3606EB-NSD;ELEMENTO FILTRANTE HP95RNL36-6EB-NSD              ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T95RNL3650WB;1T95RNL3650WB;ELEMENTO FILTRANTE HP95RNL36-50WB                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1T964L1612V;1T964L1612V;HP964L16-12MV                                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1TF8-10021;1TF8-10021;FILTRO DE LINHA F8F403539V-12MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1TKL912B;1TKL912B;ELEMENTO FILTRANTE HPKL9-12MB                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1TPM-1-DAT;1TPM-1-DAT;CABO DE DADOS PM-1-DAT                            ;85442000;;;;;;;
1TPM-1-PWRSUP-6;1TPM-1-PWRSUP-60;FONTE DE ALIMENTACAO PM-1-PWRSUP-60               ;85044021;;;;;;;
1TPM-1-USB;1TPM-1-USB;CONVERSOR USB PM-1-USB                            ;84718000;;;;;;;
1TQ20190L710B;1TQ20190L710B;ELEMENTO FILTRANTE HPQ20190L7-10MB                ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1TQ250205L1812V;1TQ250205L1812V;ELEMENTO FILTRANTE HPQ250205L18-12MV              ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1TQ400170L1025W;1TQ400170L1025WB;ELEMENTO FILTRANTE HPQ400170L10-25WB              ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1TQ9977403B;1TQ9977403B;ELEMENTO FILTRANTE HPQ99774-3MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
1TTX2L710B;1TTX2L710B;ELEMENTO FILTRANTE HPTX2L7-10MB                   ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
203059;1F203059;VALVULA REDUTORA DE PRESSAO 5-90BAR V             ;84811000;;;;;;;
209000004403;1F209000004403;BRACO EXTRATOR EVOLUTION NO-SMOKE ATEX  100/2,7  ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
209000004612;1F209000004612;BRACO EXTRATOR INOX PARA SISTEMA FILTRO           ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
2090000264;1F2090000264;BRACO EXTRATOR DYNAFLEX 160/4                     ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
2216FKM75BROWNS;1F2216FKM75BROWNS;ANEL DE VEDACAO O-RING D.I 28,17 X 3,53 FKM 75 SHO;40169300;;;;;;;
2217FKM75BROWNS;1F2217FKM75BROWNS;2217 ORING 29,74 X 3,53 FKM 75                    ;40169300;;;;;;;
22263293;1F22263293;2226 ORING 50,39 X 3,53 EPDM                      ;40169300;;;;;;;
2226FKM75BROWNS;1F2226FKM75BROWNS;2226 ANEL OFLUOR -CARBONO MARROM                  ;40169300;;;;;;;
2235FKM75BROWNS;1F2235FKM75BROWNS;VEDACAO PARA CARCACA                              ;40169300;;;;;;;
2242200;2242200;STEEL CLIP 17 MM                                  ;73182100;;;;;;;
2248FKM75BROWNS;1F2248FKM75BROWNS;ANEL VEDACAO 2448 O-RING D.I 240,67 X 6,99 FKM 75 ;40169300;;;;;;;
2295800;2295800;VALVULA SOLENOIDE;84818092;;;;;;;
2324501;2324501;TUBO T LATCO P/ MEDIDOR PRESSCO                   ;74122000;0,0325;1,65;7,6;0,7442;0,7986;0,844;0,8712
23353293;1F23353293;2335 ORING 69,22 X 5,33 EPDM                     ;40169300;;;;;;;
2335FKM75BROWNS;1F2335FKM75BROWNS;2335 ORING 69,22 X 5,33 FKM 70                    ;40169300;;;;;;;
2346FKM75BROWNS;1F2346FKM75BROWNS;2346 ANEL OFLUOR -CARBONO MARROM                  ;40169300;;;;;;;
2353600;2353600;KIT DE REPARA P/ VALVULA DIAFRAGMA                ;84819090;;;;;;;
24;1F24;TRANSFORMADOR TRIFASICO SECO                      ;85043300;;;;;;;
2463600;2463600;KIT DE REPARO P/ VALVULA SOLENOIDE;84819090;;;;;;;
2476500;2476500;KIT REPARO VALVULA SOLENOIDE                      ;84819090;;;;;;;
251215A52265827;251215;VALVULA ROTATIVA 8AN 380V 50HZ                    ;84818099;0,0325;1,65;7,6;0,7442;0,7986;0,844;0,8712
2537200;2537200;BOLSA PARA DESCARTE                               ;39232190;;;;;;;
2540900;2540900;KIT DE REPARO P VALVULA SOLENOIDE                 ;84819090;;;;;;;
26-03954-OI;1F26-03954;MOLDE PARA TAMPA FECHADA                          ;84807100;;;;;;;
26-03955-OI;1F26-03955;MOLDE PLASTICO TAMPA ABERTA                       ;84807100;;;;;;;
26-03957-OI;1F26-03957;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-03958-OI;1F26-03958;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-03960-OI;1F26-03960;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-03961-OI;1F26-03961;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-03974-OI;1F26-03974;MOLDE FECHADO F040139-016-700                     ;84807100;;;;;;;
26-03977-OI;1F26-03977;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-03978-OI;1F26-03978;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-03980-OI;1F26-03980;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-03981-OI;1F26-03981;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-03984-OI;1F26-03984;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-03985-OI;1F26-03985;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-03988-OI;1F26-03988;MOLDE ABERTO                                      ;84807100;;;;;;;
26-03989-OI;1F26-03989;MOLDE FECHADO                                     ;84807100;;;;;;;
26-03993-OI;1F26-03993;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-03994-OI;1F26-03994;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-04000-OI;1F26-04000;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-04001-OI;1F26-04001;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-04132-OI;1F26-04132;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-04155-OI;1F26-04155;MOLDE PARA TAMPA ABERTA                           ;84807100;;;;;;;
26-04156-OI;1F26-04156;MOLDE PARA TAMPA FECHADA                          ;84807100;;;;;;;
26-04180-OI;1F26-04180;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-04183-OI;1F26-04183;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-04185-OI;1F26-04185;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-04249-OI;1F26-04249;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-04251-OI;1F26-04251;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-04507-OI;1F26-04507;MOLDE FECHADO                                     ;84807100;;;;;;;
26-04626-OI;1F26-04626;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-04750-OI;26-04750;MOLDE FECHADO                                     ;84807100;;;;;;;
26-04752-OI;1F26-04752;MOLDE FECHADO                                     ;84807100;;;;;;;
26-04755-OI;1F26-04755;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-04790-OI;1F26-04790;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-05092-OI;1F26-05092;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-05213-OI;1F26-05213;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-05218-OI;1F26-05218;MOLDE PARA TAMPA FECHADA                          ;84807100;;;;;;;
26-1063-04-OI;1F26-1063-04;MOLDE PARA TAMPA FECHADA                          ;84807990;;;;;;;
26-1065-04-OI;1F26-1065-04;MOLDE P FECHADO                                   ;84807100;;;;;;;
26-10791-OI;1F26-10791;MOLDE P ABERTO                                    ;84807100;;;;;;;
26-10906-OI;1F26-10906;MOLDE ABERTO                                      ;84807100;;;;;;;
26-10907-OI;1F26-10907;MOLDE FECHADO                                     ;84807100;;;;;;;
26-11358-OI;1F26-11358;MOLDE P FECHADO                                   ;84807990;;;;;;;
26-11358-RN;1F26-11358;MOLDE TAMPA FECHADA                               ;84807990;;;;;;;
26-11359-RN;1F26-11359;MOLDE PLASTICO TAMPA ABERTA                       ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
26-11363-RN;1F26-11363;MOLDE PLASTICO TAMPA FECHADA                      ;84807990;;;;;;;
26-11364-OI;1F26-11364;MOLDE P FECHADO                                   ;84807990;;;;;;;
26-11364-RN;1F26-11364;MOLDE TAMPA FECHADA                               ;84807990;;;;;;;
26-11434-OI;1F26-11434;MOLDE ABERTO                                      ;84807100;;;;;;;
26-11435-OI;1F26-11435;INSERTO PARA MOLDE ABERTO                         ;84807100;;;;;;;
26-11436-OI;1F26-11436;MOLDE FECHADO                                     ;84807100;;;;;;;
26-11448-OI;1F26-11448;MOLDE FECHADO                                     ;84807100;;;;;;;
26-11449-OI;1F26-11449;MOLDE FECHADO                                     ;84807100;;;;;;;
26-11450-OI;1F26-11450;MOLDE ABERTO                                      ;84807100;;;;;;;
26-11451-OI;1F26-11451;MOLDE FECHADO                                     ;84807100;;;;;;;
2620139;2620139;VALVULA DIAFRAGMA C/ SOLENOIDE INTEGRADA          ;84818099;0,0325;1,65;7,6;0,7442;0,7986;0,844;0,8712
2622065;2622065;GASKET PORTHOLE COVER                             ;40169300;;;;;;;
262232501;262232501;ADESIVO DCE                                       ;39199090;;;;;;;
2625045;2625045;ELEMENTO FILTRANTE PARA GASES IND                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2625150;2625150;ELEMENTO FILTRANTE PARA GASES IND. DFO TORIT TEX  ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2625532;2625532;ELEMENTO FILTRANTE PARA GASES IND                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2625632;2625632;ELEMENTO FILTR. P/ FILTRO DE GASES IND.           ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2625632PR;1F2625632;ELEMENTO FILTR. P/ FILTRO DE GASES IND            ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2625648;2625648;ELEMENTO FILTRANTE P/ GASES IND;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2625652;2625652;ELEMENTO FILTRANTE PARA GASES IND                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2625666;2625666;ELEMENTO FILTRANTE UW SB AS QF3                   ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2625888;2625888;ELEMENTO FILTRANTE PARA GASES IND                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2626270;2626270;ELEMENTO FILTRANTE PARA GASES IND                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2626351;2626351;ELEMENTO BAG DURALIFE UMA40                       ;59119000;;;;;;;
2626354;2626354;ELEMENTO FILTTRANTE PARA GASES INDUSTRIA          ;59119000;;;;;;;
2626357;2626357;ELEMENTO FILTRANTE DE AR UMA450                   ;59119000;;;;;;;
2626486;2626486;ELEMENTO FILTRANTE PARA GASES IND;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2626987-000-440;2626987-000-440;ELEMENTO FILTRANTE DE GASAES INDUSTRIAIS          ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2627053;2627053-000-440;ELEMENTO FILTRANTE PARA GASES INDUSTRIAIS         ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2627124-000-440;2627124-000-440;ELEMENTO FILTRANTE PARA GASES IND                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2634246;2634246;ELEMENTO FILTRANTE PARA GASES IND                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
2732801;1F2732801;MANGUEIRA 7 POLEGADAS X 7 LG                      ;40093100;;;;;;;
28;1F28;SECADOR DE AR POR ACAO RESINAS                    ;84193900;;;;;;;
2806002;2806002;ESPUMA ACUSTICA - SISTEMA DE EXPLOSAO DA PORTA    ;68069090;;;;;;;
2885701;1F2885701;KIT DE REPARO P VALVULA DIAFRAGMA                 ;40169300;;;;;;;
2885702;1F2885702;KIT DE REPARO P VALVULA DIAFRAGMA - HIGH TEMP     ;40169300;;;;;;;
2899000;2899000;SEGMENTO DE JUNTA 24IDX27ODX1 / 4-                ;39269090;0,0975;1,65;7,6;0,7442;0,7986;0,844;0,8712
2908201;2908201;VALVULA SOLENOIDE NEMA 9                          ;84818092;;;;;;;
2SG-27330-02RN;1F2SG-27330-02;CONJUNTO COVER DRUM                               ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
2SG-57638-01;5763801;MANOMETRO TORIT DRUM FULL                         ;90262010;0;1,65;7,6;0,7986;0,7986;0,844;0,8712
2SG-57638-BR;1F2SG-57638;MANOMETRO DE PRESSAO DIFERENCIAL NIVEL            ;90262010;0;1,65;7,6;0,7986;0,7986;0,844;0,8712
2SG3628009;1F2SG3628009;DAMPER PARA 7,5HP - DURR                          ;84149020;;;;;;;
300000067101;1F300000067101;SUPORTE DIREITO DO BRACO D 150                    ;84213930;;;;;;;
3000033177;1F3000033177;SUPORTE DE BRACO EXTRATOR EVOLUTION 150/3         ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
303;1F303;CX PAPELAO 316X316X540 5,8MM LOGO SCANIA          ;48191000;;;;;;;
3126002;1F3126002;BLOCO MANIFOLD DFO 3-18                           ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
3179800;3179800;VEDACAO DE BORRACHA;40169300;;;;;;;
32;1F32;PRE FILTRO DE AR                                  ;84213100;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
32-700007-012;1F32-700007-012;VALVULA ISOFLAP DN630                             ;84818097;;;;;;;
32-700107-014;1F32-700107-014;VALVULA DE EXPLOSAO ISOFLAP DN800 (IEP)           ;84813000;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
32-710002-002;1F32-710002-002;MODULO DE INTERFACE ISOFLAP-M                     ;85389010;;;;;;;
32-710003-002;1F32-710003-002;KIT DE CABOS PARA MODULO DE INTERFACE ISOFLAP-M   ;85444200;;;;;;;
3240-0600;1F3240-0600;HD-DUCTWORK:  SLIDE GATE, 6 DIA SS 304            ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
3299900;3299900;SACO PLASTICO                                     ;39232190;;;;;;;
3475403;3475403;ELEMENTO FILTRANTE PARA GASES IND                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
352;1F352;CX PAPELAO 190X190X500 5,8MM LOGO SCANIA          ;48191000;;;;;;;
3628001RN;1F3628001;DAMPER PARA VENTILADOR 10HP                       ;84149020;;;;;;;
3628004RN;1F3628004;CONJUNTO DUMPER 30HP 60HZ                         ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
3628008RN;1F3628008;DAMPER PARA VENTILADOR                            ;84149020;;;;;;;
3653300;3653300;VENTURI 95 MM DIA X 38 MM SDF                     ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
3736702;3736702;ELEMENTO FILTRANTE PARA GASES IND                 ;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
3776003;1F3776003;CAIXA DE SOLENOIDE 24V NEMA 9 6 SAIDAS            ;84818092;;;;;;;
3776005;1F3776005;VALVULA SOLENOID 6 SAIDAS 115V NEMA 7/9           ;84818092;;;;;;;
3776006;3776006;VAVULA SOLENOIDE 6/6 115V                         ;84818092;;;;;;;
3776018CA;3776018;CARCACA DA VALVULA SOLENOIDE                      ;84819090;;;;;;;
3782700;3782700;BOBINA 24V PARA VALVULA SOLENOIDE                 ;84819090;;;;;;;
3782800;1F3782800;KIT DE REPARO 110 CAC PARA VALVULA SOLENOIDE      ;84819090;;;;;;;
3783000;1F3783000;KIT DE REPARO TERMOSTATO DA VALVULA SOLENOIDE     ;84819090;;;;;;;
3783100;1F3783100;KIT DE REPARO PARA VALVULA SOLENOIDE              ;84819090;;;;;;;
38;1F38;INDICADOR DE PRESSAO                              ;90262090;0;1,65;7,6;0,7986;0,7986;0,844;0,8712
3EA-78415-01;3EA-78415-01;TAMPA OVAL DE FERRO BRANCA DO FILTRO;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
3EA-78415-02;3EA-78415-02;TAMPA OVAL PARA SISTEMA DE FILTRAGEM  AS          ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
3EA-AD31462-13;AD3146213;CONJUNTO PRE FILTRO                               ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
3EA-AD33387-01;AD3338701;TAMPA DE ACESSO BRANCA - DFOE                     ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
3EA-AD34110-02;AD3411002;CAIXA DE CONTROLE DELTA P PLUS                    ;85371090;;;;;;;
3EA-AD34111-02;AD3411102;CONTROLADOR DELTA PLUS DE 20PINOS 230VAC          ;85371090;;;;;;;
3EA-AD36515-14;1F3EA-AD36515-14;CONJ DE DUTOS PARA SISTEMA DE FILTRAGEM           ;39173229;;;;;;;
3EA-AG81760-02;AG8176002;TAMPA PARA DFE EM INOX                            ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
3EA-AG81760-03;AG8176003;TAMPA BRANCA DFE BIBO                             ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
3EA-AG81760-05;AG8176005;TAMPA DFE MONTADA BRANCA ALTA TEMPERATUR          ;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
40;1F40;FORNO ELET P/AQUE. DE MOLDES                      ;85143011;;;;;;;
