MicrosigaPN;OraclePN;PT Description;NCM;IPI;PIS;COFINS;Fator 18;Fator 12;Fator 7;Fator 4
P550152;P550152-288-140;LUBE FILTER, SPIN-ON FULL FLOW                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550157288140;P550157-288-140;FILTRO DE OLEO LUBRIF. BLINDADO                   ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550162;P550162-316-541;FILTRO DE OLEO LUBRIF. MINERAL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550165;P550165-016-140;FILTRO DE OLEO LUBRIF. MINERAL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550166288541;P550166-288-541;FILTRO DE OLEO LUBRIFICANTE BLINDADO              ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550183016140;P550183-016-140;ELEMENTO FILTRANTE DE OLEO LUBRIFICANTE           ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550184016140;P550184-000-710;ELEMENTO P/FILTRO LUBRIFICANTE                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550185;P550185-016-140;ELEMENTO P/FILTRO LUBRIFICANTE                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550194288541;P550194-288-541;FILTRO DE OLEO LUBRIFICANTE                       ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550202;P550202-400-480;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550203;P550203-016-140;ELEMENTO P/ FILTRO LUBRIFICANTE                   ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550209016140;P550209-016-140;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550212016140;P550212-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550213016140;P550213-016-140;ELEMENTO FILTRANTE DE OLEO HIDRAULICO             ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550214288140;P550214;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550216016140;P550216-016-140;ELEMENTO FILTRANTE DE OLEO HIDRAULICO             ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550218316541;P550218-316-541;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550220;P550220;ELEMENTO FILTRANTE DE LUBRIFICACAO;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550222316541;P550222-316-541;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550223;P550223-288-140;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550225288140;P550225-288-140;FILTRO DE OLEO DIESEL BLINDADO                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550226288140;P550226;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550227288140;P550227-288-140;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550229;P550229-288-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550230;P550230;FILTRO HIDRAULICO;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550248316541;P550248-316-541;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550251639541;1FP550251-639-541;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550252639541;P550252-639-541;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550274288541;P550274-288-541;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550275639541;P550275-639-541;FILTRO HIDRAULICO;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550276639541;P550276-639-541;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550286016541;P550286-016-541;ELEMENTO FILTRANTE PARA OLEO LUBRIFICANTE;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550287016541;P550287-016-541;ELEMENTO FILTRANTE DE LIQUIDO                     ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550299316541;P550299-316-541;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550308;P550308;ELEMENTO FILTRANTE DE LIQUIDO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550309;P550309;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550309016147;1FP550309-016-147;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550310;P550310-000-710;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550315016140;P550315-000-710;ELEMENTO P/FILTRO LUBRIFICANTE;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550316;P550316-016-140;ELEMENTO FILTRANTE OLEO DIESEL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550317;P550317-288-140;FILTRO DE OLEO LUBRIF. MINERAL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550318316541;P550318-316-541;FILTRO DE OLEO LUBRIF. MINERAL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550319316541;P550319-316-541;FILTRO DE OLEO LUBRIFICANTE BLINDADO              ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550320288140;P550320-288-140;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550335316541;P550335-288-140;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550341288140;P550341-400-480;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550342288140;P550342-400-710;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550345316541;P550345-316-541;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550347;P550347;ELEMENTO FILTRANTE DE OLEO DIESEL                 ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550348639541;P550348-400-480;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550349;P550349-000-710;ELEMENTO FILTRANTE DE LIQUIDO                     ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550352288140;P550352-288-140;FILTRO DE OLEO DIESEL SEPARADOR DE AGUA           ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550362400710;P550362 400710;ELEMENTO FILTRANTE PARA OLEO LUBRIFICANTE         ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550365;P550365-288-140;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550367316541;P550367-400-480;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550371316541;P550371-316-541;FILTRO DE OLEO LUBRIF. MINERAL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550372316541;P550372-316-541;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550379016140;P550379-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550383288140;P550383-288-140;FILTRO DE OLEO LUBRIFICANTE;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550385288140;P550385-288-140;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550387639541;P550387-639-541;FILTRO HIDRAULICO BLINDADO;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550388;P550388-288-140;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550390288140;P550390-288-140;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550391;P550391-288-140;FILTRO DE OLEO DIESEL BLINDADO                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550400316541;P550400-316-541;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550404016140;P550404-016-140;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550406288140;P550406-288-140;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550410316541;P550410-316-541;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550415288140;P550415-288-140;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550416288140;P550416 407710;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550417288140;P550417-288-541;FILTRO HIDRAULICO;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550422288140;P550422-288-140;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550425;P550425-288-140;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550426316541;P550426-316-541;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550427016541;P550427-016-541;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550428316541;1FP550428-316-541;FILTRO DE OLEO LUBRIF. MINERAL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550429;P550429-016-140;ELEMENTO P/FILTRO LUBRIFICANTE;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550433016140;P550433-016-140;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550437288140;P550437-288-541;ELEMENTO FILTRANTE DE OLEO DIESEL                 ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550445288140;P550445-288-140;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550446016140;P550446-016-140;FILTRO DE OLEO DIESEL BLINDADO                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550448288541;P550448-288-541;FILTRO HIDRAULICO                                 ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550453;P550453 000710;ELEMENTO P/FILTRO LUBRIFICANTE                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550460016541;P550460-016-541;ELEMENTO FILTRANTE OLEO DIESEL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550463016541;P550463-016-541;ELEMENTO FILTRANTE DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550467016541;P550467-016-541;ELEMENTO FILTRANTE DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550472288140;P550472;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550476016140;P550476-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550477;P550477-288-140;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550478;P550478-288-140;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550479;P550479-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550481016140;P550481;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550484;P550484-016-140;ELEMENTO P/FILTRO LUBRIFICANTE                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550485016541;P550485-016-140;ELEMENTO P/FILTRO LUBRIFICANTE                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550486316140;P550486-316-140;FILTRO HIDRAULICO;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550487288547;P550487-288-541;FILTRO DE OLEO, CARTUCHO                          ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550489016140;P550489-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550494288140;P550494;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550495288140;P550495;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550496;P550496;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550498288140;P550498-316-541;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550505288140;P550505-288-140;ELEMENTO FILTRANTE PARA OLEO LUBRIFICANTE         ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550507288541;P550507-288-541;FILTRO DE LUBRIFICANTE BLINDADO                   ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550510016541;P550510-016-541;ELEMENTO FILTRANTE DE OLEO DIESEL                 ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550512639541;P550512-400-480;FILTRO DE OLEO LUBRIF. MINERAL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550515;P550515-288-140;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550516016541;P550516-016-541;ELEMENTO P/FILTRO LUBRIFICANTE                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550519;1FP550519-316-541;FILTRO DE LUBRIFICANTE BLINDADO;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550522;P550522-016-541;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550523016140;P550523-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550528016140;P550528-016-541;ELEMENTO P/FILTRO LUBRIFICANTE                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550529316541;P550529-400-711;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550532016140;P550532-016-140;FILTRO HIDRAULICO, IN-LINE                        ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550540;P550540-016-140;ELEMENTO FILTRANTE DE OLEO DIESEL                 ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550541288140;P550541-016-140;ELEMENTO FILTRANTE DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550550288140;P550550-288-541;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550552288140;P550552-016-140;ELEMENTO FILTRANTE DE OLEO DIESEL                 ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550562288140;P550562-400-710;FILTRO DE OLEO LUBRIF. MINERAL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550563016140;P550563-000-710;ELEMENTO FILTRANTE HIDRAULICO;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550564016140;P550564;ELEMENTO FILTRANTE DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550565016140PR;1FP550565-016-140;KIT FILTRO DE COMBUSTIVEL                         ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550567016140;P550567-016-140;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550575016140;P550575-016-541;ELEMENTO FILTRANTE HIDRAULICO;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550576;P550576-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550577;P550577-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550578016140;P550578-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550587;P550587-288-140;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550588316541;P550588-316-541;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550595639541;P550595-316-541;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550596316541;P550596-288-140;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550597288541;P550597;FILTRO DE OLEO LUBRIFICANTE BLINDADO              ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550606288541;P550606-288-541;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550614;P550614-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550615;P550615-288-140;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550625316541;P550625-316-541;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550627;P550627 000710;ELEMENTO FILTRANTE DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550628;P550628 000710;ELEMENTO FILTRANTE DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550628016147;1FP550628-016-147;ELEMENTO FILTRANTE DE OLEO DIESEL                 ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550629;P550629;FILTRO DE OLEO LUBRIF. BLINDADO;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550632016147;1FP550632-016-147;FILTRO DE OLEO DIESEL                             ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550633;P550633;FILTRO DE OLEO LUBRIF. BLINDADO;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550636016541;P550636-016-541;ELEMENTO FILTRANTE DE OLEO LUBIRIFCANTE           ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550637288541;P550637-288-541;ELEMENTO FILTRANTE DE OLEO HIDRAULICO             ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550643;P550643-400-710;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550648016140;P550648-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550653;P550653-000-710;ELEMENTO FILTRANTE DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550657016140;P550657-016-140;ELEMENTO FILTRANTE DE OLEO DIESEL                 ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550662288140;P550662-288-140;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550665;P550665;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550671316541;P550671-400-480;FILTRO DE OLEO LUBRIFICANTE BLINDADO              ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550674288140;P550674-288-541;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550677288541;P550677-288-541;FILTRO DE OLEO DIESEL BLINDADO                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550678288140;P550678-288-541;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550686016140;P550686-016-541;ELEMENTO FILTRANTE DE OLEO DIESEL                 ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550690288140;P550690-000-710;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550691288140;P550691-288-140;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550694;P550694-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550698016140;P550698-016-140;ELEMENTO FILTRANTE DE OLEO HIDRAULICO             ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550699;P550699-016-140;ELEMENTO FILTRANTE HIDRAULICO;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550700016140;P550700-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550702016140;P550702-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550705288140;P550705-288-140;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550715288541;P550715-288-541;FILTRO DE OLEO LUBRIFICANTE                       ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550726;P550726-400-710;FILTRO DE OLEO LUBRIF. MINERAL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550729288541;P550729-288-541;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550736016541;P550736-016-541;ELEMENTO FILTRANTE DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550737016541;P550737-016-541;ELEMENTO FILTRANTE OLEO DIESEL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550750;P550750-016-140;ELEMENTO FILTRANTE DE AR                          ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550751016140;P550751-016-140;ELEMENTO FILTRANTE HIDRAULICO                     ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550753288140;P550753-288-541;FILTRO DE OLEO DIESEL                             ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550757016541;P550757-016-541;ELEMENTO FILTRANTE DE OLEO DIESEL                 ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550758316541;P550758-316-541;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550762016147;1FP550762-016-147;FILTRO DE OLEO DIESEL                             ;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550765000710;P550765 000710;ELEMENTO FILTRANTE DE LUBRIFICACAO;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550766;P550766;ELEMENTO P/ FILTRO LUBRIFICANTE                   ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550774316541;P550774-316-541;FILTRO DE OLEO DIESEL;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550777;P550777-400-480;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550778;P550778-288-140;FILTRO DE OLEO DIESEL BLINDADO;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550779400480;P550779-316-541;ELEMENTO FILTRANTE DE LUBRIFICACAO                ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550785016140;P550785-016-140;ELEMENTO FILTRANTE DE OLEO DIESEL                 ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550786288140;P550786-316-140;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550787016541;P550787-016-541;ELEMENTO FILTRANTE HIDRAULICO;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550788316541;P550788-400-480;FILTRO DE OLEO LUBRIFICANTE                       ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550794316541;P550794-316-541;FILTRO DE OLEO LUBRIF. MINERAL                    ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550800;P550800-016-140;SEPARACAO DE AGUA DO FILTRO DE COMBUSTIVEL        ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550811288140;P550811-288-140;FILTRO DE COMBUSTIVEL, BLINDADO                   ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550812016710;P550812-016-710;ELEMENTO FILTRANTE DE LIQUIDO;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550816016541;P550816-016-541;ELEMENTO P/FILTRO LUBRIFICANTE                    ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550820016140;P550820    710;ELEMENTO FILTRANTE DE OLEO LUBRIFICANTE;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550821016140;P550821-016-140;ELEMENTO FILTRANTE DE OLEO DIESEL                 ;84212300;0,052;2,3;10,8;0,7126;0,7647;0,8082;0,8342
P550825016140;P550825-016-140;FILTRO HIDRAULICO                                 ;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
P550826016140;P550826-016-140;ELEMENTO FILTRANTE HIDRAULICO;84212990;0;1,65;7,6;0,7442;0,7986;0,844;0,8712
