MicrosigaPN;OraclePN;PT Description;NCM;IPI;PIS;COFINS;Fator 18;Fator 12;Fator 7;Fator 4
1FIT00014;1FIT00014;MOUSE USB COM FIO;84716053;;;;;;;
1FME000045;1FME000045;CANETA CRISTAL BIC PRETA C/ 50 UN;96081000;;;;;;;
1FIT000046;1FIT000046;TECLADO COM FIO PARA COMPUTADOR;84716052;;;;;;;
1FMTR005;1FMTR005;MOTOR WEG;85015110;;;;;;;
P107931-016-700;P107931-016-700;COTOVELO ROSCADO 1/8 45°;73079200;;;;;;;
P002823-016-900;P002823-016-900;ABRACADEIRA DE ACO;73269090;0,05;1,65;7,6;0,7442;0,7986;0,844;0,8712
P002823-016-900;P002823-016-900;ABRACADEIRA DE ACO;73269090;0,05;1,65;7,6;0,7442;0,7986;0,844;0,8712
P002823-016-900;P002823-016-900;ABRACADEIRA DE ACO;73269090;0,05;1,65;7,6;0,7442;0,7986;0,844;0,8712
P002823-016-900;P002823-016-900;ABRACADEIRA DE ACO;73269090;0,05;1,65;7,6;0,7442;0,7986;0,844;0,8712
P002823-016-900;P002823-016-900;ABRACADEIRA DE ACO;73269090;0,05;1,65;7,6;0,7442;0,7986;0,844;0,8712
P002823-016-900;P002823-016-900;ABRACADEIRA DE ACO;73269090;0,05;1,65;7,6;0,7442;0,7986;0,844;0,8712
P002823-016-900;P002823-016-900;ABRACADEIRA DE ACO;73269090;0,05;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P016516-016-700;P016516-016-700;L30338  PARAFUSO;73181500;;;;;;;
P016516-016-700;P016516-016-700;L30338  PARAFUSO;73181500;;;;;;;
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P002823-016-900;P002823-016-900;ABRACADEIRA DE ACO;73269090;0,05;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P020344-016-140;P020344-016-140;CUBA PLASTICA;84219199;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P020344-016-140;P020344-016-140;CUBA PLASTICA;84219199;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P020344-016-140;P020344-016-140;CUBA PLASTICA;84219199;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P020344-016-140;P020344-016-140;CUBA PLASTICA;84219199;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
1FP151058-016-900;1FP151058-016-900;CHAPA EXP EN0704010 1062X455MM;72123000;;;;;;;
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
1FP151058-016-900;1FP151058-016-900;CHAPA EXP EN0704010 1062X455MM;72123000;;;;;;;
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
1FP031561-016-900;1FP031561-016-900;CHAPA METALICA EXPANDIDA EN0704010;72104910;;;;;;;
1FP031561-016-900;1FP031561-016-900;CHAPA METALICA EXPANDIDA EN0704010;72104910;;;;;;;
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
1FP151058-016-900;1FP151058-016-900;CHAPA EXP EN0704010 1062X455MM;72123000;;;;;;;
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
1FP463291;1FP463291;ETIQUETA  AUTO ADESIVA 152,4 X 101,6MM;48211000;;;;;;;
1FP463291;1FP463291;ETIQUETA  AUTO ADESIVA 152,4 X 101,6MM;48211000;;;;;;;
1FP463291;1FP463291;ETIQUETA  AUTO ADESIVA 152,4 X 101,6MM;48211000;;;;;;;
1FP463291;1FP463291;ETIQUETA  AUTO ADESIVA 152,4 X 101,6MM;48211000;;;;;;;
1FP463291;1FP463291;ETIQUETA  AUTO ADESIVA 152,4 X 101,6MM;48211000;;;;;;;
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
1FP463291;1FP463291;ETIQUETA  AUTO ADESIVA 152,4 X 101,6MM;48211000;;;;;;;
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
1FP151058-016-900;1FP151058-016-900;CHAPA EXP EN0704010 1062X455MM;72123000;;;;;;;
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P034077-016-436;P034077-016-436;ELEMENTO FILTRANTE PARA GASES IND;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
1FP151058-016-900;1FP151058-016-900;CHAPA EXP EN0704010 1062X455MM;72123000;;;;;;;
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P002823-016-900;P002823-016-900;ABRACADEIRA DE ACO;73269090;0,05;1,65;7,6;0,7442;0,7986;0,844;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P034077-016-436;P034077-016-436;ELEMENTO FILTRANTE PARA GASES IND;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
1FP463291;1FP463291;ETIQUETA  AUTO ADESIVA 152,4 X 101,6MM;48211000;;;;;;;
1FP463291;1FP463291;ETIQUETA  AUTO ADESIVA 152,4 X 101,6MM;48211000;;;;;;;
P034077-016-436;P034077-016-436;ELEMENTO FILTRANTE PARA GASES IND;84219910;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P030670-016-210;P030670-016-210;ELEMENTO FILTR. P/ FILTRO DE GASES IND.;59119000;;;;;;;
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P100089-016-190;P100089-016-190;D36264  ADAPTADOR PARA INDICADOR FILT AR;74153900;0,065;1,65;7,6;0,7442;0,7986;0,844;0,8712
P100089-016-190;P100089-016-190;D36264  ADAPTADOR PARA INDICADOR FILT AR;74153900;0,065;1,65;7,6;0,7442;0,7986;0,844;0,8712
P100091-016-700;P100091-016-700;TAMPAO PLASTICO PARA INDICADOR;39269090;0,0975;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P100596-016-915;P100596-016-915;PLUG PARA FILTRO HIDRAULICO;73079900;;;;;;;
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P100091-016-700;P100091-016-700;TAMPAO PLASTICO PARA INDICADOR;39269090;0,0975;1,65;7,6;0,7442;0,7986;0,844;0,8712
P115097-016-700;P115097-016-700;ANEL DE VEDACAO OD 407MM;40169300;;;;;;;
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P100091-016-700;P100091-016-700;TAMPAO PLASTICO PARA INDICADOR;39269090;0,0975;1,65;7,6;0,7442;0,7986;0,844;0,8712
P100091-016-700;P100091-016-700;TAMPAO PLASTICO PARA INDICADOR;39269090;0,0975;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P115097-016-700;P115097-016-700;ANEL DE VEDACAO OD 407MM;40169300;;;;;;;
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
1FP105738-016-216;1FP105738-016-216;ABRACADEIRA DE ACO - 87443572;73182900;;;;;;;
P105740-000-700;P105740-000-700;ANEL DE VEDACAO;73182200;;;;;;;
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P107408  000999;P107408  000999;TRAVA METALICA;73209000;;;;;;;
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P107931-016-700;P107931-016-700;COTOVELO ROSCADO 1/8 45°;73079200;;;;;;;
P107931-016-700;P107931-016-700;COTOVELO ROSCADO 1/8 45°;73079200;;;;;;;
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P115097-016-700;P115097-016-700;ANEL DE VEDACAO OD 407MM;40169300;;;;;;;
1FP116175-016-955;1FP116175-016-955;PORCA U-NUT - 70691775;73160000;;;;;;;
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P042176-016-192;P042176-016-192;84493218 - Elemento filtrante de ar;84219999;0,052;1,65;7,6;0,7442;0,7986;0,844;0,8712
P115097-016-700;P115097-016-700;ANEL DE VEDACAO OD 407MM;40169300;;;;;;;
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P112611-016-700;P112611-016-700;2461800W1 REDUTOR DE BORRACHA;40091100;0,065;1,65;7,6;0,7442;0,7986;0,844;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
P112611-016-700;P112611-016-700;2461800W1 REDUTOR DE BORRACHA;40091100;0,065;1,65;7,6;0,7442;0,7986;0,844;0,8712
326523A52768922;326523A52768922;DALAMATIC DUST COLLECTOR DLMC 3-7-15;84213990;0;1,65;7,6;0,8276;0,8276;0,8609;0,8712
P101290-016-700;P101290-016-700;REDUTOR DE BORRACHA;40169990;0,117;1,65;7,6;0,7442;0,7986;0,844;0,8712
